Family,Family Key,Surveillance Score,Stress Tier,Stress Score,Borrower Count,Fund Count,Manager Count,Borrowers,Funds,Managers,Primary Industry,Total FV ($M),Total Cost ($M),Unrealized %,Nearest Maturity,Weighted Avg Rate %,Weighted Avg Spread (bps),Non-Accrual,Non-Accrual Funds,PIK,PIK Funds,First Seen,Last Seen,Period Count
"Airo Purchaser, Inc.",airo,2,GREEN,0,1,1,1,"Airo Purchaser, Inc.",MAIN,Main Street Capital (internal),,57.368,57.694,-0.0057,8/1/2030,9.22,,False,,False,,2025-09-30,2025-12-31,2
1261229 BC LTD,bc,2,GREEN,0,1,1,1,1261229 BC LTD,OCSL,Oaktree Capital Management,Pharmaceuticals,57.216,56.383,0.0148,10/8/2030,6.25,,False,,False,,2025-12-31,2025-12-31,1
"Sight Sciences, Inc.",sight sciences,2,GREEN,0,1,1,1,"Sight Sciences, Inc.",HTGC,Hercules Capital (internal),Medical Devices & Equipment,57.094,56.954,0.0025,,2.35,235.0,False,,False,,2025-09-30,2025-12-31,2
"Loftware, Inc.",loftware,2,GREEN,0,1,1,1,"Loftware, Inc.",HTGC,Hercules Capital (internal),Debt Investments,57.059,55.973,0.0194,,7.88,788.0,False,,False,,2025-09-30,2025-12-31,2
"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",mimecast borrowerco,2,GREEN,0,1,1,1,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",ARCC,Ares Capital Management,,56.9,53.8,0.0576,05/2029,8.22,,False,,False,,2025-09-30,2025-12-31,2
"BlueMatrix Holdings, LLC",bluematrix,2,GREEN,0,1,1,1,"BlueMatrix Holdings, LLC",GBDC,GC Advisors,Capital Markets,56.316,56.568,-0.0045,,,,False,,False,,2025-09-30,2025-12-31,2
"Roadsafe Holdings, Inc.",roadsafe,2,GREEN,0,1,1,1,"Roadsafe Holdings, Inc.",BXSL,Blackstone Credit Advisors,Transportation Infrastructure,56.201,57.893,-0.0292,10/19/2027,,,False,,False,,2025-12-31,2025-12-31,1
"Fern Bidco, Ltd.",fern,2,GREEN,0,1,1,1,"Fern Bidco, Ltd.",BXSL,Blackstone Credit Advisors,IT Services,55.844,45.078,0.2388,7/1/2031,,,False,,False,,2025-12-31,2025-12-31,1
"LegitScript, LLC",legitscript,2,GREEN,0,1,1,1,"LegitScript, LLC",MSDL,Morgan Stanley Investment Management,,55.775,56.547,-0.0137,,,,False,,False,,2025-09-30,2025-12-31,2
Power System Solutions,power system,2,GREEN,0,1,1,1,Power System Solutions,MAIN,Main Street Capital (internal),,55.74,50.608,0.1014,6/7/2028,10.89,,False,,False,,2025-09-30,2025-12-31,2
TCP Hawker Intermediate LLC,tcp hawker,2,GREEN,0,1,1,1,TCP Hawker Intermediate LLC,ARCC,Ares Capital Management,,55.6,55.6,0.0,08/2029,8.59,,False,,False,,2025-09-30,2025-12-31,2
"Razor Holdco, LLC",razor,2,GREEN,0,1,1,1,"Razor Holdco, LLC",BXSL,Blackstone Credit Advisors,IT Services (continued),55.364,55.135,0.0042,10/25/2027,,,False,,False,,2025-12-31,2025-12-31,1
"West Monroe Partners, LLC",west monroe partners,2,GREEN,0,1,1,1,"West Monroe Partners, LLC",BXSL,Blackstone Credit Advisors,Professional Services (continued),55.316,55.395,-0.0014,11/8/2028,,,False,,False,,2025-12-31,2025-12-31,1
"Escalent, Inc.",escalent,2,GREEN,0,1,1,1,"Escalent, Inc.",MAIN,Main Street Capital (internal),,54.748,54.964,-0.0039,4/7/2029,11.07,,False,,False,,2025-09-30,2025-12-31,2
"SFEG Holdings, Inc.",sfeg,2,GREEN,0,1,1,1,"SFEG Holdings, Inc.",GAIN,Gladstone Management Corporation,,54.644,54.644,0.0,,,,False,,False,,2025-09-30,2025-12-31,2
"Bluefin Holding, LLC",bluefin,2,GREEN,0,1,1,1,"Bluefin Holding, LLC",BXSL,Blackstone Credit Advisors,Software,54.508,53.587,0.0172,9/12/2029,,,False,,False,,2025-12-31,2025-12-31,1
"RWL Holdings, LLC",rwl,2,GREEN,0,1,1,1,"RWL Holdings, LLC",BXSL,Blackstone Credit Advisors,Air Freight & Logistics,54.342,59.13,-0.081,12/31/2028,,,False,,False,,2025-12-31,2025-12-31,1
"Osmose Utilities Services, Inc. and Pine Intermediate Holding LLC",osmose utilities,2,GREEN,0,1,1,1,"Osmose Utilities Services, Inc. and Pine Intermediate Holding LLC",ARCC,Ares Capital Management,,54.1,55.3,-0.0217,06/2029,10.58,,False,,False,,2025-09-30,2025-12-31,2
Business Products,business products,2,GREEN,0,1,1,1,Business Products,NMFC,"New Mountain Finance Advisers BDC, L.L.C.",Diligent Corporation,53.526,52.934,0.0112,12/2030,4.75,,False,,False,,2025-09-30,2025-09-30,1
"Magic Bidco, Inc.",magic,2,GREEN,0,1,1,1,"Magic Bidco, Inc.",BXSL,Blackstone Credit Advisors,Health Care Technology (continued),53.244,52.737,0.0096,7/1/2030,,,False,,False,,2025-12-31,2025-12-31,1
GHX Ultimate Parent Corporation,ghx,2,GREEN,0,1,1,1,GHX Ultimate Parent Corporation,GBDC,GC Advisors,Healthcare Technology,53.156,53.614,-0.0085,,,,False,,False,,2025-09-30,2025-12-31,2
"LPW Group Holdings, Inc.",lpw group,2,GREEN,0,1,1,1,"LPW Group Holdings, Inc.",BXSL,Blackstone Credit Advisors,Energy Equipment & Services,52.869,51.89,0.0189,3/15/2031,,,False,,False,,2025-12-31,2025-12-31,1
"LSL Holdco, LLC",lsl,2,GREEN,0,1,1,1,"LSL Holdco, LLC",OCSL,Oaktree Capital Management,Health Care Distributors,52.702,54.24,-0.0284,1/31/2028,6.0,,False,,False,,2025-09-30,2025-12-31,2
"World Micro Holdings, LLC",world micro,2,GREEN,0,1,1,1,"World Micro Holdings, LLC",MAIN,Main Street Capital (internal),,52.635,52.736,-0.0019,12/12/2027,12.52,,False,,False,,2025-09-30,2025-12-31,2
Finastra Europe S.A R.L.,finastra europe,2,GREEN,0,1,1,1,Finastra Europe S.A R.L.,ARCC,Ares Capital Management,,52.6,51.4,0.0233,09/2029,10.97,,False,,False,,2025-09-30,2025-12-31,2
Royal Cup Inc.,royal cup,2,GREEN,0,1,1,1,Royal Cup Inc.,MAIN,Main Street Capital (internal),,52.527,53.3,-0.0145,11/26/2030,8.98,,False,,False,,2025-12-31,2025-12-31,1
"Knight Holdings, LP",knight,2,GREEN,0,1,1,1,"Knight Holdings, LP",ARCC,Ares Capital Management,,52.3,54.6,-0.0421,11/2032,8.37,,False,,False,,2025-12-31,2025-12-31,1
Urgent DSO LLC,urgent dso,2,GREEN,0,1,1,1,Urgent DSO LLC,MAIN,Main Street Capital (internal),,52.221,52.938,-0.0135,2/16/2029,12.61,,False,,False,,2025-09-30,2025-12-31,2
"FlyWheel Acquireco, Inc.",flywheel acquireco,2,GREEN,0,1,1,1,"FlyWheel Acquireco, Inc.",ARCC,Ares Capital Management,,52.2,52.2,0.0,05/2028,10.22,,False,,False,,2025-09-30,2025-12-31,2
"Lightning Holdings B, LLC",lightning b,2,GREEN,0,1,1,1,"Lightning Holdings B, LLC",BCSF,Bain Capital Credit,Transportation: Cargo,52.166,33.77,0.5447,,,,False,,False,,2025-09-30,2025-09-30,1
Fairbridge Strategic Capital Funding LLC,fairbridge strategic,2,GREEN,0,1,1,1,Fairbridge Strategic Capital Funding LLC,OCSL,Oaktree Capital Management,Real Estate Operating Companies,52.138,54.285,-0.0396,12/24/2028,,,False,,False,,2025-09-30,2025-12-31,2
"Armada Parent, Inc.",armada,2,GREEN,0,1,1,1,"Armada Parent, Inc.",BXSL,Blackstone Credit Advisors,Marine,51.942,51.476,0.0091,10/29/2027,,,False,,False,,2025-12-31,2025-12-31,1
"CompareNetworks Topco, LLC",comparenetworks,2,GREEN,0,1,1,1,"CompareNetworks Topco, LLC",MAIN,Main Street Capital (internal),,51.688,28.006,0.8456,1/29/2028,13.26,,False,,False,,2025-09-30,2025-12-31,2
"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC",cvp and,2,GREEN,0,1,1,1,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC",ARCC,Ares Capital Management,,51.5,51.5,0.0,06/2031,8.47,,False,,False,,2025-09-30,2025-12-31,2
Phoenix 1 Buyer Corp.,phoenix,2,GREEN,0,1,1,1,Phoenix 1 Buyer Corp.,BXSL,Blackstone Credit Advisors,Electrical Equipment,51.182,50.712,0.0093,11/20/2030,,,False,,False,,2025-12-31,2025-12-31,1
"Draken International, LLC",draken international,2,GREEN,0,1,1,1,"Draken International, LLC",OCSL,Oaktree Capital Management,Aerospace & Defense,51.023,41.406,0.2323,5/19/2032,5.25,,False,,False,,2025-12-31,2025-12-31,1
"Onex Baltimore Buyer, Inc.",onex baltimore,2,GREEN,0,1,1,1,"Onex Baltimore Buyer, Inc.",BXSL,Blackstone Credit Advisors,Commercial Services & Supplies (continued),50.945,50.429,0.0102,12/1/2027,,,False,,False,,2025-12-31,2025-12-31,1
"CB Nike Holdco, LLC",cb nike,2,GREEN,0,1,1,1,"CB Nike Holdco, LLC",BXSL,Blackstone Credit Advisors,Software,50.901,50.696,0.004,11/26/2029,,,False,,False,,2025-12-31,2025-12-31,1
Gula Buyer Inc.,gula,2,GREEN,0,1,1,1,Gula Buyer Inc.,ARCC,Ares Capital Management,,50.4,50.4,0.0,10/2031,8.27,,False,,False,,2025-09-30,2025-12-31,2
"KKR Alberta Midstream Finance, Inc.",kkr alberta,2,GREEN,0,1,1,1,"KKR Alberta Midstream Finance, Inc.",BXSL,Blackstone Credit Advisors,First Lien Debt - non-controlled/non-affiliated (continued),50.338,49.899,0.0088,8/15/2028,,,False,,False,,2025-12-31,2025-12-31,1
"Elevation Services Parent Holdings, LLC",elevation services,2,GREEN,0,1,1,1,"Elevation Services Parent Holdings, LLC",ARCC,Ares Capital Management,,50.2,26.2,0.916,12/2028,10.55,,False,,False,,2025-09-30,2025-12-31,2
"North Haven Fairway Buyer, LLC",north haven fairway,2,GREEN,0,1,1,1,"North Haven Fairway Buyer, LLC",CGBD,Carlyle Investment Management,Consumer Services,50.15,49.911,0.0048,5/17/2028,,,False,,False,,2025-09-30,2025-12-31,2
"Remodel Health Holdco, LLC",remodel health,2,GREEN,0,1,1,1,"Remodel Health Holdco, LLC",HTGC,Hercules Capital (internal),Debt Investments,50.057,49.849,0.0042,,2.35,235.0,False,,False,,2025-09-30,2025-12-31,2
"Turn Key Health Clinics, LLC",turn key,2,GREEN,0,1,1,1,"Turn Key Health Clinics, LLC",GLAD,Gladstone Management Corporation,,50.0,50.0,0.0,,,,False,,False,,2025-09-30,2025-12-31,2
"Schylling, Inc.",schylling,2,GREEN,0,1,1,1,"Schylling, Inc.",GAIN,Gladstone Management Corporation,,49.962,49.962,0.0,,,,False,,False,,2025-09-30,2025-12-31,2
"CoreView USA, Inc.",coreview usa,2,GREEN,0,1,1,1,"CoreView USA, Inc.",HTGC,Hercules Capital (internal),Sustainable and Renewable Technology,49.709,49.776,-0.0013,,2.75,275.0,False,,False,,2025-09-30,2025-12-31,2
"Global GRAB Technologies, Inc.",global grab technologies,2,GREEN,0,1,1,1,"Global GRAB Technologies, Inc.",GAIN,Gladstone Management Corporation,,49.35,49.35,0.0,,,,False,,False,,2025-09-30,2025-12-31,2
Nielsen-Kellerman Acquisition Corp.,nielsen kellerman,2,GREEN,0,1,1,1,Nielsen-Kellerman Acquisition Corp.,GAIN,Gladstone Management Corporation,,49.152,49.152,0.0,,,,False,,False,,2025-09-30,2025-12-31,2
"Endeavor Schools Holdings, LLC",endeavor schools,2,GREEN,0,1,1,1,"Endeavor Schools Holdings, LLC",BXSL,Blackstone Credit Advisors,Diversified Consumer Services,49.112,50.698,-0.0313,7/18/2029,,,False,,False,,2025-12-31,2025-12-31,1
"Gorilla Investor, LLC",gorilla investor,2,GREEN,0,1,1,1,"Gorilla Investor, LLC",BXSL,Blackstone Credit Advisors,Commercial Services & Supplies,49.019,48.631,0.008,9/30/2031,,,False,,False,,2025-12-31,2025-12-31,1
PAI Financing Merger Sub LLC,pai financing,2,GREEN,0,1,1,1,PAI Financing Merger Sub LLC,OCSL,Oaktree Capital Management,Pharmaceuticals,48.938,49.275,-0.0068,2/13/2032,4.5,,False,,False,,2025-12-31,2025-12-31,1
"Ridge Trail US Bidco, Inc.",ridge trail,2,GREEN,0,1,1,1,"Ridge Trail US Bidco, Inc.",MSDL,Morgan Stanley Investment Management,IT Services,48.493,49.261,-0.0156,,,,False,,False,,2025-09-30,2025-12-31,2
"FLS Holding, Inc.",fls,2,GREEN,0,1,1,1,"FLS Holding, Inc.",MSDL,Morgan Stanley Investment Management,Commercial Services & Supplies,48.378,48.942,-0.0115,,,,False,,False,,2025-09-30,2025-12-31,2
"Calceus Acquisition, Inc. (Cole Haan)",calceus cole,2,GREEN,0,1,1,1,"Calceus Acquisition, Inc. (Cole Haan)",TCPC,Tennenbaum Capital Partners (BlackRock),Specialty Retail,48.2736,47.8106,0.0097,8/15/2028,6.63,,False,,False,,2025-12-31,2025-12-31,1
Fullsteam Holdings LLC,fullsteam,2,GREEN,0,1,1,1,Fullsteam Holdings LLC,FSK,FS/KKR Advisor,Software & Services,47.6,48.0,-0.0083,,,,False,,False,,2025-09-30,2025-12-31,2
"North Star Acquisitionco, LLC and Toucan Bidco Limited",north star acquisitionco,2,GREEN,0,1,1,1,"North Star Acquisitionco, LLC and Toucan Bidco Limited",ARCC,Ares Capital Management,,47.4,45.8,0.0349,05/2029,8.34,,False,,False,,2025-09-30,2025-12-31,2
ClaimsXten,claimsxten,2,GREEN,0,1,1,1,ClaimsXten,OTF,Blue Owl Credit Advisors,Health Care Technology,47.309,47.46,-0.0032,10/2029,,,False,,False,,2025-09-30,2025-12-31,2
"SI Swan UK Bidco, Ltd.",si swan,2,GREEN,0,1,1,1,"SI Swan UK Bidco, Ltd.",BXSL,Blackstone Credit Advisors,Software (continued),47.264,47.52,-0.0054,12/16/2032,,,False,,False,,2025-12-31,2025-12-31,1
"Saber Power Services, LLC",saber power,2,GREEN,0,1,1,1,"Saber Power Services, LLC",BXSL,Blackstone Credit Advisors,Construction & Engineering,46.923,46.856,0.0014,10/21/2031,,,False,,False,,2025-12-31,2025-12-31,1
St Athena Global LLC,st athena,2,GREEN,0,1,1,1,St Athena Global LLC,ARCC,Ares Capital Management,,46.8,47.1,-0.0064,06/2029,9.0,,False,,False,,2025-09-30,2025-12-31,2
Modena Buyer LLC,modena,2,GREEN,0,1,1,1,Modena Buyer LLC,OCSL,Oaktree Capital Management,Application Software,46.745,46.839,-0.002,7/1/2031,4.37,,False,,False,,2025-09-30,2025-12-31,2
BPPH2 Limited,bpph2,2,GREEN,0,1,1,1,BPPH2 Limited,BXSL,Blackstone Credit Advisors,Diversified Consumer Services,46.707,36.604,0.276,3/16/2028,,,False,,False,,2025-12-31,2025-12-31,1
"FS Squared, LLC",fs squared,2,GREEN,0,1,1,1,"FS Squared, LLC",ARCC,Ares Capital Management,,46.6,46.6,0.0,12/2030,8.47,,False,,False,,2025-09-30,2025-12-31,2
Renaissance Holding Corp.,renaissance,2,GREEN,0,1,1,1,Renaissance Holding Corp.,OCSL,Oaktree Capital Management,Education Services,46.324,50.161,-0.0765,4/5/2030,4.0,,False,,False,,2025-09-30,2025-12-31,2
Turnpoint,turnpoint,2,GREEN,0,1,1,1,Turnpoint,OBDC,Blue Owl Credit Advisors,Professional services,46.257,46.428,-0.0037,6/2030,,,False,,False,,2025-09-30,2025-12-31,2
"Gusto, Inc.",gusto,2,GREEN,0,1,1,1,"Gusto, Inc.",OTF,Blue Owl Credit Advisors,Application Software,46.107,46.111,-0.0001,11/2030,,,False,,False,,2025-12-31,2025-12-31,1
"Profrac Holdings II, LLC",profrac ii,2,GREEN,0,1,1,1,"Profrac Holdings II, LLC",OCSL,Oaktree Capital Management,Industrial Machinery & Supplies & Components,46.024,46.122,-0.0021,1/23/2029,7.25,,False,,False,,2025-09-30,2025-12-31,2
TPSI Receivables LLC (Tropicana Products Inc),tpsi receivables,2,GREEN,0,1,1,1,TPSI Receivables LLC (Tropicana Products Inc),FSK,FS/KKR Advisor,"Food, Beverage & Tobacco",46.0,46.0,0.0,,,,False,,False,,2025-12-31,2025-12-31,1
"Sumo Logic, Inc.",sumo logic,2,GREEN,0,1,1,1,"Sumo Logic, Inc.",HTGC,Hercules Capital (internal),Sustainable and Renewable Technology,45.909,45.112,0.0177,,6.5,650.0,False,,False,,2025-09-30,2025-12-31,2
"Castle Management Borrower, LLC",castle management,2,GREEN,0,1,1,1,"Castle Management Borrower, LLC",BXSL,Blackstone Credit Advisors,Real Estate Management & Development,45.825,45.243,0.0129,11/3/2029,,,False,,False,,2025-12-31,2025-12-31,1
"Titan Fitness, LLC",titan fitness,2,GREEN,0,1,1,1,"Titan Fitness, LLC",GBDC,GC Advisors,,45.784,46.499,-0.0154,,,,False,,False,,2025-09-30,2025-12-31,2
"Disc Medicine, Inc.",disc medicine,2,GREEN,0,1,1,1,"Disc Medicine, Inc.",HTGC,Hercules Capital (internal),Drug Discovery & Development,45.642,45.022,0.0138,,1.75,175.0,False,,False,,2025-09-30,2025-12-31,2
"Hootsuite, Inc.",hootsuite,2,GREEN,0,1,1,1,"Hootsuite, Inc.",MSDL,Morgan Stanley Investment Management,,45.474,46.085,-0.0133,,,,False,,False,,2025-09-30,2025-12-31,2
"Alert Media, Inc.",alert media,2,GREEN,0,1,1,1,"Alert Media, Inc.",MSDL,Morgan Stanley Investment Management,Software,45.416,45.697,-0.0061,,,,False,,False,,2025-09-30,2025-12-31,2
Keystone Agency Partners LLC,keystone agency,2,GREEN,0,1,1,1,Keystone Agency Partners LLC,FSK,FS/KKR Advisor,Insurance,45.4,45.6,-0.0044,,,,False,,False,,2025-09-30,2025-12-31,2
Bond Brand Loyalty ULC,bond brand,2,GREEN,0,1,1,1,Bond Brand Loyalty ULC,MAIN,Main Street Capital (internal),,44.826,44.866,-0.0009,5/1/2028,9.87,,False,,False,,2025-09-30,2025-12-31,2
"Ceros, Inc.",ceros,2,GREEN,0,1,1,1,"Ceros, Inc.",HTGC,Hercules Capital (internal),Debt Investments,44.689,45.058,-0.0082,,8.99,899.0,False,,False,,2025-09-30,2025-12-31,2
BOTA BIDCO GMBH,bota gmbh,2,GREEN,0,1,1,1,BOTA BIDCO GMBH,OCSL,Oaktree Capital Management,Diversified Chemicals,44.326,40.142,0.1042,10/31/2029,4.41,,False,,False,,2025-12-31,2025-12-31,1
"365 Retail Markets, LLC",retail markets,2,GREEN,0,1,1,1,"365 Retail Markets, LLC",MSDL,Morgan Stanley Investment Management,Commercial Services & Supplies,44.147,44.492,-0.0078,,,,False,,False,,2025-09-30,2025-12-31,2
Saratoga,saratoga,2,GREEN,0,1,1,1,Saratoga,OCSL,Oaktree Capital Management,Diversified Financial Services,44.107,43.275,0.0192,12/31/2029,5.33,,False,,False,,2025-09-30,2025-12-31,2
Insight Borrower Corporation,insight,2,GREEN,0,1,1,1,Insight Borrower Corporation,MAIN,Main Street Capital (internal),,43.826,46.399,-0.0555,7/19/2028,10.47,,False,,False,,2025-09-30,2025-12-31,2
"MoneyThumb Acquisition, LLC",moneythumb,2,GREEN,0,1,1,1,"MoneyThumb Acquisition, LLC",MAIN,Main Street Capital (internal),,43.752,44.061,-0.007,8/19/2029,13.63,,False,,False,,2025-09-30,2025-12-31,2
BluSky,blusky,2,GREEN,0,1,1,1,BluSky,OBDC,Blue Owl Credit Advisors,Business services,43.604,44.887,-0.0286,10/2028,,,False,,False,,2025-09-30,2025-12-31,2
"Inspire Aesthetics Management, LLC",inspire aesthetics,2,GREEN,0,1,1,1,"Inspire Aesthetics Management, LLC",MAIN,Main Street Capital (internal),,43.148,46.297,-0.068,,14.27,,False,,False,,2025-09-30,2025-12-31,2
"Snif-Snax, LLC",snif snax,2,GREEN,0,1,1,1,"Snif-Snax, LLC",GLAD,Gladstone Management Corporation,,43.042,43.161,-0.0028,,,,False,,False,,2025-09-30,2025-12-31,2
"Infoblox, Inc.",infoblox,2,GREEN,0,1,1,1,"Infoblox, Inc.",OTF,Blue Owl Credit Advisors,,42.948,43.476,-0.0121,11/2030,,,False,,False,,2025-09-30,2025-12-31,2
"Sparta UK Bidco, Ltd.",sparta uk,2,GREEN,0,1,1,1,"Sparta UK Bidco, Ltd.",BXSL,Blackstone Credit Advisors,Insurance (continued),42.92,32.634,0.3152,9/25/2031,,,False,,False,,2025-12-31,2025-12-31,1
"Staples, Inc.",staples,2,GREEN,0,1,1,1,"Staples, Inc.",OCSL,Oaktree Capital Management,Office Services & Supplies,42.914,43.732,-0.0187,9/1/2029,5.75,,False,,False,,2025-09-30,2025-12-31,2
NEFCO Holding Company LLC,nefco,2,GREEN,0,1,1,1,NEFCO Holding Company LLC,CGBD,Carlyle Investment Management,Construction & Building,42.613,40.888,0.0422,8/5/2028,8.0,,False,,False,,2025-09-30,2025-12-31,2
"General Atlantic (USU-2) Coinvest, L.P.",general atlantic,2,GREEN,0,1,1,1,"General Atlantic (USU-2) Coinvest, L.P.",ARCC,Ares Capital Management,,42.4,40.0,0.06,04/2032,8.23,,False,,False,,2025-12-31,2025-12-31,1
"Analytical Systems Keco Holdings, LLC",analytical systems,2,GREEN,0,1,1,1,"Analytical Systems Keco Holdings, LLC",MAIN,Main Street Capital (internal),,42.232,35.758,0.1811,8/16/2029,13.75,,False,,False,,2025-09-30,2025-12-31,2
"Artisan Bidco, Inc.",artisan,2,GREEN,0,1,1,1,"Artisan Bidco, Inc.",TSLX,Sixth Street Partners,Business Services,42.157,41.513,0.0155,,7.0,700.0,False,,False,,2025-09-30,2025-09-30,1
"Allvue Systems, LLC",allvue systems,2,GREEN,0,1,1,1,"Allvue Systems, LLC",HTGC,Hercules Capital (internal),Debt Investments,41.628,41.704,-0.0018,,6.25,625.0,False,,False,,2025-09-30,2025-12-31,2
Alchemer LLC,alchemer,2,GREEN,0,1,1,1,Alchemer LLC,HTGC,Hercules Capital (internal),Debt Investments,41.414,40.842,0.014,,8.14,814.0,False,,False,,2025-09-30,2025-12-31,2
"ReliaQuest Holdings, LLC",reliaquest,2,GREEN,0,1,1,1,"ReliaQuest Holdings, LLC",GBDC,GC Advisors,,41.217,41.368,-0.0037,,,,False,,False,,2025-09-30,2025-12-31,2
"EVDR Purchaser, Inc.",evdr,2,GREEN,0,1,1,1,"EVDR Purchaser, Inc.",MSDL,Morgan Stanley Investment Management,Diversified Consumer Services,41.198,42.039,-0.02,,,,False,,False,,2025-09-30,2025-12-31,2
"Apollo Acquisition, Inc.",apollo,2,GREEN,0,1,1,1,"Apollo Acquisition, Inc.",MSDL,Morgan Stanley Investment Management,IT Services,41.141,41.541,-0.0096,,,,False,,False,,2025-09-30,2025-12-31,2
"Banker's Toolbox, Inc.*",banker s,2,GREEN,0,1,1,1,"Banker's Toolbox, Inc.*",GBDC,GC Advisors,Diversified Financial Services,41.003,41.161,-0.0038,,,,False,,False,,2025-09-30,2025-12-31,2
"DM Intermediate Parent, LLC",dm,2,GREEN,0,1,1,1,"DM Intermediate Parent, LLC",BXSL,Blackstone Credit Advisors,Financial Services,40.927,40.64,0.0071,9/30/2030,,,False,,False,,2025-12-31,2025-12-31,1
Service Logic LLC,service logic,2,GREEN,0,1,1,1,Service Logic LLC,FSK,FS/KKR Advisor,Commercial & Professional Services,40.8,40.9,-0.0024,,,,False,,False,,2025-12-31,2025-12-31,1
JN Bidco LLC,jn,2,GREEN,0,1,1,1,JN Bidco LLC,OCSL,Oaktree Capital Management,Health Care Technology,40.583,18.358,1.2106,,,,False,,False,,2025-09-30,2025-12-31,2
"HH-Inspire Acquisition, Inc.",hh inspire,2,GREEN,0,1,1,1,"HH-Inspire Acquisition, Inc.",GLAD,Gladstone Management Corporation,,40.465,43.381,-0.0672,,,,False,,False,,2025-09-30,2025-12-31,2
"Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P.",sunvair aerospace,2,GREEN,0,1,1,1,"Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P.",ARCC,Ares Capital Management,,40.4,40.4,0.0,05/2031,8.67,,False,,False,,2025-09-30,2025-12-31,2
"Flash Topco, Inc.",flash,2,GREEN,0,1,1,1,"Flash Topco, Inc.",GBDC,GC Advisors,,40.339,40.824,-0.0119,,,,False,,False,,2025-09-30,2025-12-31,2
McAfee Corp.,mcafee,2,GREEN,0,1,1,1,McAfee Corp.,OCSL,Oaktree Capital Management,Systems Software,39.913,41.092,-0.0287,3/1/2029,3.0,,False,,False,,2025-09-30,2025-12-31,2
"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc.",display saldon,2,GREEN,0,1,1,1,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc.",ARCC,Ares Capital Management,,39.9,39.8,0.0025,03/2028,9.07,,False,,False,,2025-09-30,2025-12-31,2
"Home Service TopCo IV, Inc.",home service,2,GREEN,0,1,1,1,"Home Service TopCo IV, Inc.",BXSL,Blackstone Credit Advisors,Construction & Engineering,39.8,39.317,0.0123,12/31/2027,,,False,,False,,2025-12-31,2025-12-31,1
Poseidon Midco AB,poseidon ab,2,GREEN,0,1,1,1,Poseidon Midco AB,OCSL,Oaktree Capital Management,Pharmaceuticals,39.623,37.428,0.0586,9/17/2031,5.29,,False,,False,,2025-09-30,2025-12-31,2
"Equity Methods, LLC",equity methods,2,GREEN,0,1,1,1,"Equity Methods, LLC",GBDC,GC Advisors,Diversified Financial Services,39.476,39.658,-0.0046,,,,False,,False,,2025-09-30,2025-12-31,2
"Independent Pet Partners Intermediate Holdings, LLC",independent pet,2,GREEN,0,1,1,1,"Independent Pet Partners Intermediate Holdings, LLC",MAIN,Main Street Capital (internal),,39.39,36.6,0.0762,,,,False,,False,,2025-09-30,2025-12-31,2
